"modelID","varName","value","temperature","climate","indoorUnittype","info","hpType"
"1","EN14825_026","0","4","3","0","2","0"
"1","EN14825_026","0","5","3","0","2","0"
"1","EN14825_027","1","4","3","0","2","0"
"1","EN14825_027","1","5","3","0","2","0"
"1","EN14825_028","0.30","4","3","0","2","0"
"1","EN14825_028","0.30","5","3","0","2","0"
"1","EN14825_029","5277","4","3","0","2","0"
"1","EN14825_029","6862","5","3","0","2","0"
"1","EN16147_001","XL","0","3","0","2","0"
"1","EN16147_002","115","0","3","0","2","0"
"1","EN16147_003","2.70","0","3","0","2","0"
"1","EN16147_004","1:12","0","3","0","2","0"
"1","EN16147_005","70.0","0","3","0","2","0"
"1","EN16147_006","52.0","0","3","0","2","0"
"1","EN16147_007","290","0","3","0","2","0"
"9","title","AE120BXYDEG/EU + AE260CNWMEG/EU","0","0","0","1","0"
"9","application","4","0","0","0","1","0"
"9","indoor","1","0","0","0","1","0"
"9","outdoor","1","0","0","0","1","0"
"9","coolingMode7c12c","0","0","0","0","1","0"
"9","coolingMode18c23c","0","0","0","0","1","0"
"9","colderClimate","0","0","0","0","1","0"
"9","warmerClimate","0","0","0","0","1","0"
"9","reversibility","1","0","0","0","1","0"
"9","colderForHeating","0","0","0","0","1","0"
"9","warmerForHeating","0","0","0","0","1","0"
"9","en145112Certification","0","0","0","0","1","0"
"9","heatSource","0","0","0","0","1","0"
"9","additionalOutdoorAir","0","0","0","0","1","0"
"9","additionalExhaustAir","0","0","0","0","1","0"
"9","additionalIndoorAir","0","0","0","0","1","0"
"9","additionalNonheatedSpaceAir","0","0","0","0","1","0"
"9","powerSupply","1","0","0","0","1","0"
"9","offPeakProduct","0","0","0","0","1","0"
"9","EN14511_2_001","12.00","4","10","0","2","0"
"9","EN14511_2_001","12.00","5","10","0","2","0"
"9","EN14511_2_002","2.35","4","10","0","2","0"
"9","EN14511_2_002","3.53","5","10","0","2","0"
"9","EN14511_2_003","5.11","4","10","0","2","0"
"9","EN14511_2_003","3.40","5","10","0","2","0"
"9","EN14511_4_003","2","0","10","0","2","0"
"9","EN14511_4_004","2","0","10","0","2","0"
"9","EN14511_4_005","2","0","10","0","2","0"
"9","EN14511_4_006","2","0","10","0","2","0"
"9","EN12102_1_001","44","4","3","0","2","0"
"9","EN12102_1_001","44","5","3","0","2","0"
"9","EN12102_1_002","59","4","3","0","2","0"
"9","EN12102_1_002","59","5","3","0","2","0"
"9","EN14825_001","193","4","3","0","2","0"
"9","EN14825_001","148","5","3","0","2","0"
"9","EN14825_002","12.60","4","3","0","2","0"
"9","EN14825_002","12.60","5","3","0","2","0"
"9","EN14825_003","4.90","4","3","0","2","0"
"9","EN14825_003","3.78","5","3","0","2","0"
"9","EN14825_004","-7","4","3","0","2","0"
"9","EN14825_004","-7","5","3","0","2","0"
"9","EN14825_005","-10","4","3","0","2","0"
"9","EN14825_005","-10","5","3","0","2","0"
"9","EN14825_008","11.15","4","3","0","2","0"
"9","EN14825_008","11.15","5","3","0","2","0"
"9","EN14825_009","3.10","4","3","0","2","0"
"9","EN14825_009","2.30","5","3","0","2","0"
"9","EN14825_010","6.80","4","3","0","2","0"
"9","EN14825_010","6.80","5","3","0","2","0"
"9","EN14825_011","4.70","4","3","0","2","0"
"9","EN14825_011","3.70","5","3","0","2","0"
"9","EN14825_012","4.70","4","3","0","2","0"
"9","EN14825_012","4.70","5","3","0","2","0"
"9","EN14825_013","6.60","4","3","0","2","0"
"9","EN14825_013","5.00","5","3","0","2","0"
"9","EN14825_014","4.70","4","3","0","2","0"
"9","EN14825_014","4.70","5","3","0","2","0"
"9","EN14825_015","8.60","4","3","0","2","0"
"9","EN14825_015","6.30","5","3","0","2","0"
"9","EN14825_016","11.15","4","3","0","2","0"
"9","EN14825_016","11.15","5","3","0","2","0"
"9","EN14825_017","3.10","4","3","0","2","0"
"9","EN14825_017","2.30","5","3","0","2","0"
"9","EN14825_018","12.30","4","3","0","2","0"
"9","EN14825_018","12.30","5","3","0","2","0"
"9","EN14825_019","2.70","4","3","0","2","0"
"9","EN14825_019","2.05","5","3","0","2","0"
"9","EN14825_021","0.900","4","3","0","2","0"
"9","EN14825_021","0.900","5","3","0","2","0"
"9","EN14825_022","70","4","3","0","2","0"
"9","EN14825_022","70","5","3","0","2","0"
"9","EN14825_023","22","4","3","0","2","0"
"9","EN14825_023","22","5","3","0","2","0"
"9","EN14825_024","22","4","3","0","2","0"
"9","EN14825_024","22","5","3","0","2","0"
"9","EN14825_025","22","4","3","0","2","0"
"9","EN14825_025","22","5","3","0","2","0"
"9","EN14825_026","0","4","3","0","2","0"
"9","EN14825_026","0","5","3","0","2","0"
"9","EN14825_027","1","4","3","0","2","0"
"9","EN14825_027","1","5","3","0","2","0"
"9","EN14825_028","0.30","4","3","0","2","0"
"9","EN14825_028","0.30","5","3","0","2","0"
"9","EN14825_029","5277","4","3","0","2","0"
"9","EN14825_029","6862","5","3","0","2","0"
"9","EN16147_001","XL","0","3","0","2","0"
"9","EN16147_002","115","0","3","0","2","0"
"9","EN16147_003","2.70","0","3","0","2","0"
"9","EN16147_004","1:12","0","3","0","2","0"
"9","EN16147_005","70.0","0","3","0","2","0"
"9","EN16147_006","52.0","0","3","0","2","0"
"9","EN16147_007","290","0","3","0","2","0"
"2","title","AE120BXYDGG/EU & AE260RNWMGG/EU","0","0","0","1","0"
"2","application","4","0","0","0","1","0"
"2","indoor","1","0","0","0","1","0"
"2","outdoor","1","0","0","0","1","0"
"2","coolingMode7c12c","0","0","0","0","1","0"
"2","coolingMode18c23c","0","0","0","0","1","0"
"2","colderClimate","0","0","0","0","1","0"
"2","warmerClimate","0","0","0","0","1","0"
"2","reversibility","1","0","0","0","1","0"
"2","colderForHeating","0","0","0","0","1","0"
"2","warmerForHeating","0","0","0","0","1","0"
"2","en145112Certification","0","0","0","0","1","0"
"2","heatSource","0","0","0","0","1","0"
"2","additionalOutdoorAir","0","0","0","0","1","0"
"2","additionalExhaustAir","0","0","0","0","1","0"
"2","additionalIndoorAir","0","0","0","0","1","0"
"2","additionalNonheatedSpaceAir","0","0","0","0","1","0"
"2","powerSupply","3","0","0","0","1","0"
"2","offPeakProduct","0","0","0","0","1","0"
"2","EN14511_2_001","12.00","4","10","0","2","0"
"2","EN14511_2_001","12.00","5","10","0","2","0"
"2","EN14511_2_002","2.35","4","10","0","2","0"
"2","EN14511_2_002","3.53","5","10","0","2","0"
"2","EN14511_2_003","5.11","4","10","0","2","0"
"2","EN14511_2_003","3.40","5","10","0","2","0"
"2","EN14511_4_003","2","0","10","0","2","0"
"2","EN14511_4_004","2","0","10","0","2","0"
"2","EN14511_4_005","2","0","10","0","2","0"
"2","EN14511_4_006","2","0","10","0","2","0"
"2","EN12102_1_001","44","4","3","0","2","0"
"2","EN12102_1_001","44","5","3","0","2","0"
"2","EN12102_1_002","59","4","3","0","2","0"
"2","EN12102_1_002","59","5","3","0","2","0"
"2","EN14825_001","193","4","3","0","2","0"
"2","EN14825_001","148","5","3","0","2","0"
"2","EN14825_002","12.60","4","3","0","2","0"
"2","EN14825_002","12.60","5","3","0","2","0"
"2","EN14825_003","4.90","4","3","0","2","0"
"2","EN14825_003","3.78","5","3","0","2","0"
"2","EN14825_004","-7","4","3","0","2","0"
"2","EN14825_004","-7","5","3","0","2","0"
"2","EN14825_005","-10","4","3","0","2","0"
"2","EN14825_005","-10","5","3","0","2","0"
"2","EN14825_008","11.15","4","3","0","2","0"
"2","EN14825_008","11.15","5","3","0","2","0"
"2","EN14825_009","3.10","4","3","0","2","0"
"2","EN14825_009","2.30","5","3","0","2","0"
"2","EN14825_047","0.900","4","3","0","2","0"
"2","EN14825_047","0.900","5","3","0","2","0"
"2","EN14825_010","6.80","4","3","0","2","0"
"2","EN14825_010","6.80","5","3","0","2","0"
"2","EN14825_011","4.70","4","3","0","2","0"
"2","EN14825_011","3.70","5","3","0","2","0"
"2","EN14825_048","0.900","4","3","0","2","0"
"2","EN14825_048","0.900","5","3","0","2","0"
"2","EN14825_012","4.70","4","3","0","2","0"
"2","EN14825_012","4.70","5","3","0","2","0"
"2","EN14825_013","6.60","4","3","0","2","0"
"2","EN14825_013","5.00","5","3","0","2","0"
"2","EN14825_049","0.900","4","3","0","2","0"
"2","EN14825_049","0.900","5","3","0","2","0"
"2","EN14825_014","4.70","4","3","0","2","0"
"2","EN14825_014","4.70","5","3","0","2","0"
"2","EN14825_015","8.60","4","3","0","2","0"
"2","EN14825_015","6.30","5","3","0","2","0"
"2","EN14825_050","0.900","4","3","0","2","0"
"2","EN14825_050","0.900","5","3","0","2","0"
"2","EN14825_016","11.15","4","3","0","2","0"
"2","EN14825_016","11.15","5","3","0","2","0"
"2","EN14825_017","3.10","4","3","0","2","0"
"2","EN14825_017","2.30","5","3","0","2","0"
"2","EN14825_018","12.30","4","3","0","2","0"
"2","EN14825_018","12.30","5","3","0","2","0"
"2","EN14825_019","2.70","4","3","0","2","0"
"2","EN14825_019","2.05","5","3","0","2","0"
"2","EN14825_021","0.900","4","3","0","2","0"
"2","EN14825_021","0.900","5","3","0","2","0"
"2","EN14825_022","70","4","3","0","2","0"
"2","EN14825_022","70","5","3","0","2","0"
"2","EN14825_023","22","4","3","0","2","0"
"2","EN14825_023","22","5","3","0","2","0"
"2","EN14825_024","22","4","3","0","2","0"
"2","EN14825_024","22","5","3","0","2","0"
"2","EN14825_025","22","4","3","0","2","0"
"2","EN14825_025","22","5","3","0","2","0"
"2","EN14825_026","0","4","3","0","2","0"
"2","EN14825_026","0","5","3","0","2","0"
"2","EN14825_027","1","4","3","0","2","0"
"2","EN14825_027","1","5","3","0","2","0"
"2","EN14825_028","0.30","4","3","0","2","0"
"2","EN14825_028","0.30","5","3","0","2","0"
"2","EN14825_029","5277","4","3","0","2","0"
"2","EN14825_029","6862","5","3","0","2","0"
"2","EN16147_001","XL","0","3","0","2","0"
"2","EN16147_002","115","0","3","0","2","0"
"2","EN16147_003","2.70","0","3","0","2","0"
"2","EN16147_004","1:12","0","3","0","2","0"
"2","EN16147_005","70.0","0","3","0","2","0"
"2","EN16147_006","52.0","0","3","0","2","0"
"2","EN16147_007","290","0","3","0","2","0"
"6","title","AE120BXYDGG/EU + AE260CNWMGG/EU","0","0","0","1","0"
"6","application","4","0","0","0","1","0"
"6","indoor","1","0","0","0","1","0"
"6","outdoor","1","0","0","0","1","0"
"6","coolingMode7c12c","0","0","0","0","1","0"
"6","coolingMode18c23c","0","0","0","0","1","0"
"6","colderClimate","0","0","0","0","1","0"
"6","warmerClimate","0","0","0","0","1","0"
"6","reversibility","1","0","0","0","1","0"
"6","colderForHeating","0","0","0","0","1","0"
"6","warmerForHeating","0","0","0","0","1","0"
"6","en145112Certification","0","0","0","0","1","0"
"6","heatSource","0","0","0","0","1","0"
"6","additionalOutdoorAir","0","0","0","0","1","0"
"6","additionalExhaustAir","0","0","0","0","1","0"
"6","additionalIndoorAir","0","0","0","0","1","0"
"6","additionalNonheatedSpaceAir","0","0","0","0","1","0"
"6","powerSupply","3","0","0","0","1","0"
"6","offPeakProduct","0","0","0","0","1","0"
"6","EN14511_2_001","12.00","4","10","0","2","0"
"6","EN14511_2_001","12.00","5","10","0","2","0"
"6","EN14511_2_002","2.35","4","10","0","2","0"
"6","EN14511_2_002","3.53","5","10","0","2","0"
"6","EN14511_2_003","5.11","4","10","0","2","0"
"6","EN14511_2_003","3.40","5","10","0","2","0"
"6","EN14511_4_003","2","0","10","0","2","0"
"6","EN14511_4_004","2","0","10","0","2","0"
"6","EN14511_4_005","2","0","10","0","2","0"
"6","EN14511_4_006","2","0","10","0","2","0"
"6","EN12102_1_001","44","4","3","0","2","0"
"6","EN12102_1_001","44","5","3","0","2","0"
"6","EN12102_1_002","59","4","3","0","2","0"
"6","EN12102_1_002","59","5","3","0","2","0"
"6","EN14825_001","193","4","3","0","2","0"
"6","EN14825_001","148","5","3","0","2","0"
"6","EN14825_002","12.60","4","3","0","2","0"
"6","EN14825_002","12.60","5","3","0","2","0"
"6","EN14825_003","4.90","4","3","0","2","0"
"6","EN14825_003","3.78","5","3","0","2","0"
"6","EN14825_004","-7","4","3","0","2","0"
"6","EN14825_004","-7","5","3","0","2","0"
"6","EN14825_005","-10","4","3","0","2","0"
"6","EN14825_005","-10","5","3","0","2","0"
"6","EN14825_008","11.50","4","3","0","2","0"
"6","EN14825_008","11.15","5","3","0","2","0"
"6","EN14825_009","3.10","4","3","0","2","0"
"6","EN14825_009","2.30","5","3","0","2","0"
"6","EN14825_010","6.80","4","3","0","2","0"
"6","EN14825_010","6.80","5","3","0","2","0"
"6","EN14825_011","4.70","4","3","0","2","0"
"6","EN14825_011","3.70","5","3","0","2","0"
"6","EN14825_012","4.70","4","3","0","2","0"
"6","EN14825_012","4.70","5","3","0","2","0"
"6","EN14825_013","6.60","4","3","0","2","0"
"6","EN14825_013","5.00","5","3","0","2","0"
"6","EN14825_014","4.70","4","3","0","2","0"
"6","EN14825_014","4.70","5","3","0","2","0"
"6","EN14825_015","8.60","4","3","0","2","0"
"6","EN14825_015","6.30","5","3","0","2","0"
"6","EN14825_016","11.15","4","3","0","2","0"
"6","EN14825_016","11.15","5","3","0","2","0"
"6","EN14825_017","3.10","4","3","0","2","0"
"6","EN14825_017","2.30","5","3","0","2","0"
"6","EN14825_018","12.30","4","3","0","2","0"
"6","EN14825_018","12.30","5","3","0","2","0"
"6","EN14825_019","2.70","4","3","0","2","0"
"6","EN14825_019","2.05","5","3","0","2","0"
"6","EN14825_021","0.900","4","3","0","2","0"
"6","EN14825_021","0.900","5","3","0","2","0"
"6","EN14825_022","70","4","3","0","2","0"
"6","EN14825_022","70","5","3","0","2","0"
"6","EN14825_023","22","4","3","0","2","0"
"6","EN14825_023","22","5","3","0","2","0"
"6","EN14825_024","22","4","3","0","2","0"
"6","EN14825_024","22","5","3","0","2","0"
"6","EN14825_025","22","4","3","0","2","0"
"6","EN14825_025","22","5","3","0","2","0"
"6","EN14825_026","0","4","3","0","2","0"
"6","EN14825_026","0","5","3","0","2","0"
"6","EN14825_027","1","4","3","0","2","0"
"6","EN14825_027","1","5","3","0","2","0"
"6","EN14825_028","0.30","4","3","0","2","0"
"6","EN14825_028","0.30","5","3","0","2","0"
"6","EN14825_029","5277","4","3","0","2","0"
"6","EN14825_029","6862","5","3","0","2","0"
"6","EN16147_001","XL","0","3","0","2","0"
"6","EN16147_002","117","0","3","0","2","0"
"6","EN16147_003","2.70","0","3","0","2","0"
"6","EN16147_004","1:50","0","3","0","2","0"
"6","EN16147_005","67.0","0","3","0","2","0"
"6","EN16147_006","52.0","0","3","0","2","0"
"6","EN16147_007","290","0","3","0","2","0"
"6","title","AE120BXYDGG/EU + MIM-E03CN","0","0","0","1","0"
"6","application","2","0","0","0","1","0"
"6","indoor","0","0","0","0","1","0"
"6","outdoor","1","0","0","0","1","0"
"6","coolingMode7c12c","0","0","0","0","1","0"
"6","coolingMode18c23c","0","0","0","0","1","0"
"6","colderClimate","0","0","0","0","1","0"
"6","warmerClimate","0","0","0","0","1","0"
"6","reversibility","1","0","0","0","1","0"
"6","colderForHeating","0","0","0","0","1","0"
"6","warmerForHeating","0","0","0","0","1","0"
"6","en145112Certification","0","0","0","0","1","0"
"6","heatSource","0","0","0","0","1","0"
"6","additionalOutdoorAir","0","0","0","0","1","0"
"6","additionalExhaustAir","0","0","0","0","1","0"
"6","additionalIndoorAir","0","0","0","0","1","0"
"6","additionalNonheatedSpaceAir","0","0","0","0","1","0"
"6","powerSupply","3","0","0","0","1","0"
"6","offPeakProduct","0","0","0","0","1","0"
"6","EN14511_2_001","12.00","4","10","0","2","0"
"6","EN14511_2_001","12.00","5","10","0","2","0"
"6","EN14511_2_002","2.35","4","10","0","2","0"
"6","EN14511_2_002","3.53","5","10","0","2","0"
"6","EN14511_2_003","5.11","4","10","0","2","0"
"6","EN14511_2_003","3.40","5","10","0","2","0"
"6","EN14511_4_003","2","0","10","0","2","0"
"6","EN14511_4_004","2","0","10","0","2","0"
"6","EN14511_4_005","2","0","10","0","2","0"
"6","EN14511_4_006","2","0","10","0","2","0"
"6","EN12102_1_001","44","4","3","0","2","0"
"6","EN12102_1_001","44","5","3","0","2","0"
"6","EN12102_1_002","59","4","3","0","2","0"
"6","EN12102_1_002","59","5","3","0","2","0"
"6","EN14825_001","193","4","3","0","2","0"
"6","EN14825_001","148","5","3","0","2","0"
"6","EN14825_002","12.60","4","3","0","2","0"
"6","EN14825_002","12.60","5","3","0","2","0"
"6","EN14825_003","4.90","4","3","0","2","0"
"6","EN14825_003","3.78","5","3","0","2","0"
"6","EN14825_004","-7","4","3","0","2","0"
"6","EN14825_004","-7","5","3","0","2","0"
"6","EN14825_005","-10","4","3","0","2","0"
"6","EN14825_005","-10","5","3","0","2","0"
"6","EN14825_008","11.50","4","3","0","2","0"
"6","EN14825_008","11.15","5","3","0","2","0"
"6","EN14825_009","3.10","4","3","0","2","0"
"6","EN14825_009","2.30","5","3","0","2","0"
"6","EN14825_010","6.80","4","3","0","2","0"
"6","EN14825_010","6.80","5","3","0","2","0"
"6","EN14825_011","4.70","4","3","0","2","0"
"6","EN14825_011","3.70","5","3","0","2","0"
"6","EN14825_012","4.70","4","3","0","2","0"
"6","EN14825_012","4.70","5","3","0","2","0"
"6","EN14825_013","6.60","4","3","0","2","0"
"6","EN14825_013","5.00","5","3","0","2","0"
"6","EN14825_014","4.70","4","3","0","2","0"
"6","EN14825_014","4.70","5","3","0","2","0"
"6","EN14825_015","8.60","4","3","0","2","0"
"6","EN14825_015","6.30","5","3","0","2","0"
"6","EN14825_016","11.15","4","3","0","2","0"
"6","EN14825_016","11.15","5","3","0","2","0"
"6","EN14825_017","3.10","4","3","0","2","0"
"6","EN14825_017","2.30","5","3","0","2","0"
"6","EN14825_018","12.30","4","3","0","2","0"
"6","EN14825_018","12.30","5","3","0","2","0"
"6","EN14825_019","2.70","4","3","0","2","0"
"6","EN14825_019","2.05","5","3","0","2","0"
"6","EN14825_021","0.900","4","3","0","2","0"
"6","EN14825_021","0.900","5","3","0","2","0"
"6","EN14825_022","70","4","3","0","2","0"
"6","EN14825_022","70","5","3","0","2","0"
"6","EN14825_023","22","4","3","0","2","0"
"6","EN14825_023","22","5","3","0","2","0"
"6","EN14825_024","22","4","3","0","2","0"
"6","EN14825_024","22","5","3","0","2","0"
"6","EN14825_025","22","4","3","0","2","0"
"6","EN14825_025","22","5","3","0","2","0"
"6","EN14825_026","0","4","3","0","2","0"
"6","EN14825_026","0","5","3","0","2","0"
"6","EN14825_027","1","4","3","0","2","0"
"6","EN14825_027","1","5","3","0","2","0"
"6","EN14825_028","0.30","4","3","0","2","0"
"6","EN14825_028","0.30","5","3","0","2","0"
"6","EN14825_029","5277","4","3","0","2","0"
"6","EN14825_029","6862","5","3","0","2","0"
"6","EN16147_001","XL","0","3","0","2","0"
"6","EN16147_002","117","0","3","0","2","0"
"6","EN16147_003","2.70","0","3","0","2","0"
"6","EN16147_004","1:50","0","3","0","2","0"
"6","EN16147_005","67.0","0","3","0","2","0"
"6","EN16147_006","52.0","0","3","0","2","0"
"6","EN16147_007","290","0","3","0","2","0"
"6","title","AE120BXYDGG/EU + MIM-E03EN","0","0","0","1","0"
"6","application","2","0","0","0","1","0"
"6","indoor","0","0","0","0","1","0"
"6","outdoor","1","0","0","0","1","0"
"6","coolingMode7c12c","0","0","0","0","1","0"
"6","coolingMode18c23c","0","0","0","0","1","0"
"6","colderClimate","0","0","0","0","1","0"
"6","warmerClimate","0","0","0","0","1","0"
"6","reversibility","1","0","0","0","1","0"
"6","colderForHeating","0","0","0","0","1","0"
"6","warmerForHeating","0","0","0","0","1","0"
"6","en145112Certification","0","0","0","0","1","0"
"6","heatSource","0","0","0","0","1","0"
"6","additionalOutdoorAir","0","0","0","0","1","0"
"6","additionalExhaustAir","0","0","0","0","1","0"
"6","additionalIndoorAir","0","0","0","0","1","0"
"6","additionalNonheatedSpaceAir","0","0","0","0","1","0"
"6","powerSupply","3","0","0","0","1","0"
"6","offPeakProduct","0","0","0","0","1","0"
"6","EN14511_2_001","12.00","4","10","0","2","0"
"6","EN14511_2_001","12.00","5","10","0","2","0"
"6","EN14511_2_002","2.35","4","10","0","2","0"
"6","EN14511_2_002","3.53","5","10","0","2","0"
"6","EN14511_2_003","5.11","4","10","0","2","0"
"6","EN14511_2_003","3.40","5","10","0","2","0"
"6","EN14511_4_003","2","0","10","0","2","0"
"6","EN14511_4_004","2","0","10","0","2","0"
"6","EN14511_4_005","2","0","10","0","2","0"
"6","EN14511_4_006","2","0","10","0","2","0"
"6","EN12102_1_001","44","4","3","0","2","0"
"6","EN12102_1_001","44","5","3","0","2","0"
"6","EN12102_1_002","59","4","3","0","2","0"
"6","EN12102_1_002","59","5","3","0","2","0"
"6","EN14825_001","193","4","3","0","2","0"
"6","EN14825_001","148","5","3","0","2","0"
"6","EN14825_002","12.60","4","3","0","2","0"
"6","EN14825_002","12.60","5","3","0","2","0"
"6","EN14825_003","4.90","4","3","0","2","0"
"6","EN14825_003","3.78","5","3","0","2","0"
"6","EN14825_004","-7","4","3","0","2","0"
"6","EN14825_004","-7","5","3","0","2","0"
"6","EN14825_005","-10","4","3","0","2","0"
"6","EN14825_005","-10","5","3","0","2","0"
"6","EN14825_008","11.50","4","3","0","2","0"
"6","EN14825_008","11.15","5","3","0","2","0"
"6","EN14825_009","3.10","4","3","0","2","0"
"6","EN14825_009","2.30","5","3","0","2","0"
"6","EN14825_010","6.80","4","3","0","2","0"
"6","EN14825_010","6.80","5","3","0","2","0"
"6","EN14825_011","4.70","4","3","0","2","0"
"6","EN14825_011","3.70","5","3","0","2","0"
"6","EN14825_012","4.70","4","3","0","2","0"
"6","EN14825_012","4.70","5","3","0","2","0"
"6","EN14825_013","6.60","4","3","0","2","0"
"6","EN14825_013","5.00","5","3","0","2","0"
"6","EN14825_014","4.70","4","3","0","2","0"
"6","EN14825_014","4.70","5","3","0","2","0"
"6","EN14825_015","8.60","4","3","0","2","0"
"6","EN14825_015","6.30","5","3","0","2","0"
"6","EN14825_016","11.15","4","3","0","2","0"
"6","EN14825_016","11.15","5","3","0","2","0"
"6","EN14825_017","3.10","4","3","0","2","0"
"6","EN14825_017","2.30","5","3","0","2","0"
"6","EN14825_018","12.30","4","3","0","2","0"
"6","EN14825_018","12.30","5","3","0","2","0"
"6","EN14825_019","2.70","4","3","0","2","0"
"6","EN14825_019","2.05","5","3","0","2","0"
"6","EN14825_021","0.900","4","3","0","2","0"
"6","EN14825_021","0.900","5","3","0","2","0"
"6","EN14825_022","70","4","3","0","2","0"
"6","EN14825_022","70","5","3","0","2","0"
"6","EN14825_023","22","4","3","0","2","0"
"6","EN14825_023","22","5","3","0","2","0"
"6","EN14825_024","22","4","3","0","2","0"
"6","EN14825_024","22","5","3","0","2","0"
"6","EN14825_025","22","4","3","0","2","0"
"6","EN14825_025","22","5","3","0","2","0"
"6","EN14825_026","0","4","3","0","2","0"
"6","EN14825_026","0","5","3","0","2","0"
"6","EN14825_027","1","4","3","0","2","0"
"6","EN14825_027","1","5","3","0","2","0"
"6","EN14825_028","0.30","4","3","0","2","0"
"6","EN14825_028","0.30","5","3","0","2","0"
"6","EN14825_029","5277","4","3","0","2","0"
"6","EN14825_029","6862","5","3","0","2","0"
"6","EN16147_001","XL","0","3","0","2","0"
"6","EN16147_002","117","0","3","0","2","0"
"6","EN16147_003","2.70","0","3","0","2","0"
"6","EN16147_004","1:50","0","3","0","2","0"
"6","EN16147_005","67.0","0","3","0","2","0"
